balance,balance_thousands,age,accounts,tenure_year,calls_semester,logons_semester
48022.16,48.02,59.5,2.0,7.0,6.0,9.0
31057.4,31.06,45.0,2.0,12.0,0.0,3.0
66272.95,66.27,32.0,2.0,6.0,1.0,4.0
420269.07,420.27,49.0,3.0,23.0,6.0,9.0
54177.97,54.18,55.0,2.0,14.0,4.0,7.0
29494.05,29.49,50.0,2.0,7.0,1.0,4.0
134150.71,134.15,52.0,2.0,14.0,2.0,5.0
164107.2,164.11,39.0,2.0,17.0,1.0,4.0
33935.18,33.94,51.0,2.0,7.0,1.0,4.0
95273.33,95.27,46.0,2.0,6.0,3.0,6.0
616999.61,617.0,22.5,2.0,5.0,6.0,9.0
52295.83,52.3,28.0,2.0,9.0,5.0,8.0
58628.39,58.63,41.5,2.0,12.0,3.0,6.0
396210.62,396.21,62.5,2.0,10.0,3.0,6.0
65079.71,65.08,39.5,2.0,4.0,0.0,3.0
35744.97,35.74,50.5,2.0,5.0,1.0,4.0
57602.96,57.6,37.5,2.0,11.0,2.0,5.0
344095.52,344.1,59.0,2.0,25.0,2.0,5.0
216340.0,216.34,50.0,2.0,14.0,0.0,3.0
58472.92,58.47,31.5,3.0,7.0,6.0,9.0
276565.03,276.57,43.5,3.0,23.0,6.0,9.0
119127.53,119.13,58.5,2.0,12.0,1.0,4.0
49593.59,49.59,30.5,2.0,10.0,2.0,5.0
57403.08,57.4,25.5,3.0,5.0,1.0,4.0
66416.25,66.42,70.0,2.0,5.0,5.0,8.0
58830.97,58.83,78.0,2.0,10.0,6.0,9.0
77522.61,77.52,63.5,2.0,13.0,4.0,7.0
30407.26,30.41,59.0,2.0,6.0,1.0,4.0
267987.66,267.99,27.0,2.0,13.0,4.0,7.0
148928.46,148.93,26.5,2.0,7.0,6.0,9.0
122885.48,122.89,69.0,2.0,7.0,0.0,3.0
506849.79,506.85,54.5,3.0,18.0,6.0,9.0
31522.13,31.52,33.5,2.0,6.0,1.0,4.0
42484.75,42.48,29.0,2.0,8.0,4.0,7.0
55166.37,55.17,24.5,3.0,6.0,5.0,8.0
101207.06,101.21,68.5,3.0,9.0,2.0,7.0
862784.95,862.78,63.5,2.0,17.0,1.0,4.0
51572.62,51.57,32.5,2.0,9.0,6.0,9.0
317469.54,317.47,27.5,2.0,8.0,1.0,4.0
104124.51,104.12,44.0,3.0,11.0,6.0,9.0
28061.72,28.06,69.0,2.0,12.0,0.0,4.0
111395.56,111.4,72.0,2.0,28.0,0.0,3.0
47264.48,47.26,38.0,2.0,4.0,4.0,7.0
209546.14,209.55,28.5,3.0,8.0,5.0,8.0
166214.1,166.21,52.0,2.0,8.0,4.0,7.0
42520.42,42.52,34.5,2.0,9.0,3.0,6.0
194552.55,194.55,69.5,2.0,10.0,6.0,9.0
47787.46,47.79,27.5,2.0,11.0,2.0,5.0
150080.3,150.08,43.5,4.0,6.0,1.0,4.0
32951.63,32.95,45.5,2.0,4.0,0.0,3.0
214833.69,214.83,51.5,3.0,23.0,1.0,4.0
474078.11,474.08,70.0,2.0,27.0,6.0,9.0
27135.15,27.14,52.5,2.0,4.0,0.0,3.0
36517.09,36.52,67.5,2.0,6.0,1.0,4.0
34106.95,34.11,60.0,2.0,15.0,4.0,7.0
71108.81,71.11,66.5,2.0,23.0,1.0,4.0
30788.94,30.79,45.5,2.0,11.0,1.0,4.0
226635.55,226.64,56.5,2.0,5.0,0.0,3.0
91252.32,91.25,69.5,2.0,5.0,6.0,9.0
33990.38,33.99,41.0,2.0,8.0,3.0,6.0
42168.51,42.17,64.5,2.0,10.0,0.0,3.0
56302.04,56.3,65.0,2.0,6.0,6.0,9.0
61508.99,61.51,43.5,2.0,8.0,6.0,9.0
652780.16,652.78,47.5,2.0,10.0,6.0,9.0
70849.57,70.85,52.5,2.0,15.0,3.0,6.0
96657.12,96.66,43.5,2.0,14.0,3.0,6.0
108639.02,108.64,64.5,2.0,14.0,2.0,5.0
55242.27,55.24,42.0,2.0,14.0,5.0,8.0
101236.91,101.24,31.5,3.0,13.0,2.0,5.0
874137.5,874.14,49.5,2.0,10.0,6.0,9.0
40629.47,40.63,27.0,2.0,7.0,6.0,9.0
69209.43,69.21,46.5,2.0,16.0,0.0,3.0
32376.57,32.38,35.5,2.0,17.0,1.0,4.0
38480.48,38.48,53.5,2.0,6.0,1.0,4.0
52342.64,52.34,33.0,2.0,22.0,6.0,9.0
677325.32,677.33,41.0,3.0,16.0,6.0,9.0
80098.72,80.1,55.0,2.0,8.0,6.0,9.0
47604.2,47.6,32.0,2.0,14.0,0.0,4.0
35259.76,35.26,29.5,2.0,7.0,3.0,6.0
516063.28,516.06,45.0,4.0,15.0,6.0,9.0
53699.05,53.7,25.5,2.0,5.0,5.0,8.0
130613.94,130.61,47.5,2.0,7.0,5.0,8.0
36390.69,36.39,70.0,2.0,4.0,3.0,7.0
887064.17,887.06,56.5,2.0,12.0,6.0,9.0
51584.51,51.58,60.0,2.0,16.0,4.0,7.0
175576.07,175.58,64.0,3.0,21.0,6.0,9.0
58186.67,58.19,35.5,2.0,14.0,1.0,4.0
282742.71,282.74,54.5,2.0,6.0,6.0,9.0
76673.14,76.67,35.5,2.0,9.0,0.0,3.0
799823.42,799.82,51.5,3.0,20.0,3.0,7.0
85976.25,85.98,30.5,2.0,8.0,4.0,7.0
98844.7,98.84,66.0,2.0,23.0,5.0,8.0
62579.78,62.58,26.5,3.0,5.0,6.0,9.0
79513.4,79.51,32.5,2.0,8.0,6.0,9.0
47957.57,47.96,51.5,2.0,12.0,0.0,3.0
28021.1,28.02,29.0,2.0,5.0,4.0,7.0
25494.62,25.49,48.0,2.0,9.0,2.0,5.0
140033.47,140.03,29.0,4.0,9.0,6.0,9.0
136944.48,136.94,63.5,3.0,11.0,1.0,4.0
28403.23,28.4,27.5,2.0,7.0,6.0,9.0
34539.5,34.54,56.5,2.0,4.0,0.0,3.0
402193.15,402.19,88.0,2.0,26.0,6.0,9.0
115813.73,115.81,54.0,2.0,35.0,5.0,8.0
29272.36,29.27,44.5,2.0,9.0,5.0,8.0
61372.07,61.37,21.0,2.0,6.0,6.0,9.0
66611.83,66.61,64.5,2.0,11.0,0.0,4.0
36397.41,36.4,69.5,2.0,12.0,0.0,3.0
271105.5,271.11,67.0,2.0,34.0,6.0,9.0
69604.21,69.6,38.0,2.0,16.0,2.0,5.0
132101.61,132.1,69.0,3.0,13.0,0.0,3.0
69476.5,69.48,59.0,2.0,5.0,6.0,9.0
56290.48,56.29,41.0,2.0,6.0,1.0,4.0
29393.52,29.39,28.0,2.0,14.0,0.0,3.0
65105.22,65.11,44.5,2.0,6.0,1.0,4.0
57218.16,57.22,40.5,2.0,8.0,0.0,3.0
47520.11,47.52,24.0,2.0,6.0,4.0,7.0
29727.25,29.73,66.5,3.0,15.0,5.0,8.0
27307.09,27.31,29.0,2.0,12.0,0.0,3.0
69305.59,69.31,30.0,2.0,6.0,6.0,9.0
88149.86,88.15,48.0,2.0,8.0,2.0,5.0
27912.39,27.91,29.5,2.0,6.0,1.0,4.0
37145.29,37.15,32.5,2.0,13.0,1.0,4.0
45092.07,45.09,53.5,2.0,9.0,0.0,3.0
78826.22,78.83,67.0,2.0,33.0,0.0,3.0
39508.81,39.51,28.0,2.0,6.0,0.0,3.0
213235.16,213.24,73.0,2.0,18.0,0.0,3.0
132061.98,132.06,55.5,2.0,24.0,5.0,8.0
970332.61,970.33,63.5,2.0,24.0,6.0,9.0
95173.51,95.17,59.5,2.0,6.0,0.0,4.0
36011.76,36.01,61.0,2.0,5.0,2.0,5.0
73399.75,73.4,47.5,2.0,22.0,2.0,5.0
27705.68,27.71,20.5,2.0,5.0,0.0,4.0
27809.49,27.81,28.0,2.0,22.0,6.0,9.0
31998.08,32.0,70.5,2.0,23.0,4.0,7.0
100216.05,100.22,25.5,2.0,19.0,6.0,9.0
56049.45,56.05,77.0,2.0,18.0,0.0,3.0
490828.59,490.83,66.5,3.0,10.0,3.0,6.0
160141.08,160.14,32.0,2.0,24.0,2.0,5.0
227956.5,227.96,73.0,3.0,17.0,1.0,4.0
177007.34,177.01,87.5,3.0,4.0,2.0,5.0
33438.64,33.44,58.5,2.0,8.0,2.0,5.0
38801.48,38.8,45.0,2.0,17.0,2.0,5.0
140039.16,140.04,65.0,2.0,14.0,6.0,9.0
35081.17,35.08,42.5,3.0,7.0,4.0,7.0
181835.9,181.84,45.5,3.0,7.0,6.0,9.0
68468.32,68.47,39.0,2.0,5.0,4.0,7.0
43306.69,43.31,44.0,2.0,5.0,2.0,5.0
83589.41,83.59,51.5,2.0,6.0,4.0,7.0
108549.29,108.55,63.0,2.0,4.0,0.0,3.0
42901.7,42.9,47.5,2.0,6.0,0.0,3.0
67817.93,67.82,42.0,2.0,13.0,3.0,6.0
47149.24,47.15,28.5,2.0,10.0,6.0,9.0
268685.53,268.69,62.0,2.0,12.0,1.0,4.0
78559.12,78.56,54.5,2.0,9.0,0.0,3.0
25508.88,25.51,23.0,2.0,19.0,5.0,8.0
66046.02,66.05,54.5,2.0,18.0,5.0,8.0
33540.88,33.54,38.0,2.0,13.0,4.0,7.0
27507.31,27.51,27.0,2.0,8.0,0.0,3.0
243694.63,243.69,54.0,2.0,25.0,1.0,4.0
105910.55,105.91,36.0,3.0,9.0,6.0,9.0
34015.1,34.02,30.5,2.0,6.0,1.0,4.0
3450821.16,3450.82,61.0,5.0,20.0,6.0,9.0
156883.97,156.88,27.5,2.0,6.0,6.0,9.0
94414.31,94.41,56.5,2.0,13.0,0.0,3.0
47509.19,47.51,56.5,2.0,4.0,2.0,5.0
29460.1,29.46,33.0,2.0,6.0,0.0,3.0
28268.31,28.27,26.5,2.0,8.0,1.0,4.0
43701.41,43.7,27.5,2.0,14.0,5.0,8.0
55258.92,55.26,41.5,2.0,9.0,1.0,4.0
37192.64,37.19,33.5,2.0,13.0,0.0,3.0
39237.29,39.24,65.5,2.0,6.0,3.0,6.0
67656.01,67.66,29.0,2.0,4.0,4.0,7.0
304410.64,304.41,67.0,2.0,26.0,3.0,7.0
64682.02,64.68,65.5,2.0,14.0,4.0,8.0
187760.12,187.76,32.5,2.0,15.0,6.0,9.0
129157.29,129.16,62.0,2.0,21.0,6.0,9.0
84756.62,84.76,54.0,2.0,15.0,2.0,5.0
54405.1,54.41,65.0,2.0,8.0,5.0,8.0
53608.5,53.61,47.5,2.0,9.0,6.0,9.0
59728.99,59.73,45.0,2.0,8.0,4.0,7.0
50122.81,50.12,30.0,3.0,11.0,6.0,9.0
432864.61,432.86,43.0,2.0,9.0,6.0,9.0
41796.53,41.8,47.5,3.0,6.0,0.0,3.0
25114.45,25.11,24.0,2.0,5.0,6.0,9.0
36867.22,36.87,28.0,2.0,9.0,3.0,6.0
29529.85,29.53,49.0,2.0,14.0,1.0,4.0
85529.62,85.53,70.5,3.0,9.0,6.0,9.0
155396.44,155.4,40.0,2.0,18.0,0.0,3.0
82819.67,82.82,36.0,2.0,10.0,3.0,6.0
1341522.8,1341.52,56.5,3.0,7.0,5.0,8.0
659365.8,659.37,53.0,2.0,7.0,6.0,9.0
106425.96,106.43,54.0,2.0,14.0,3.0,6.0
355873.53,355.87,70.5,2.0,31.0,6.0,9.0
143835.77,143.84,56.5,2.0,17.0,2.0,5.0
95839.98,95.84,68.0,2.0,28.0,3.0,6.0
55486.41,55.49,58.5,3.0,6.0,6.0,9.0
57049.66,57.05,58.5,2.0,19.0,6.0,9.0
48159.24,48.16,34.5,3.0,4.0,5.0,8.0
82724.23,82.72,28.5,3.0,5.0,1.0,4.0
31338.28,31.34,65.0,2.0,7.0,2.0,5.0
131633.0,131.63,63.5,2.0,8.0,2.0,5.0
33822.68,33.82,29.5,2.0,6.0,1.0,4.0
40367.05,40.37,46.5,2.0,4.0,1.0,4.0
36588.64,36.59,34.5,2.0,13.0,4.0,7.0
100531.17,100.53,54.5,2.0,19.0,6.0,9.0
34029.28,34.03,30.0,2.0,15.0,1.0,4.0
56368.52,56.37,43.0,2.0,15.0,6.0,9.0
375112.92,375.11,44.5,2.0,12.0,3.0,6.0
56902.92,56.9,34.5,2.0,9.0,4.0,7.0
37188.58,37.19,35.5,2.0,15.0,0.0,3.0
39829.95,39.83,34.5,2.0,16.0,2.0,5.0
30363.07,30.36,28.0,2.0,4.0,2.0,5.0
86899.3,86.9,62.0,2.0,13.0,3.0,6.0
44330.05,44.33,33.0,2.0,5.0,5.0,8.0
39422.81,39.42,27.0,2.0,6.0,0.0,3.0
785126.03,785.13,37.5,3.0,18.0,6.0,9.0
75621.6,75.62,30.0,2.0,16.0,1.0,4.0
23796.16,23.8,28.0,2.0,13.0,6.0,9.0
63322.09,63.32,46.0,2.0,7.0,6.0,9.0
406184.24,406.18,50.5,2.0,15.0,2.0,5.0
37061.81,37.06,20.0,2.0,6.0,0.0,3.0
35657.83,35.66,20.0,3.0,4.0,0.0,3.0
85070.29,85.07,33.5,4.0,6.0,1.0,4.0
199807.94,199.81,29.0,5.0,11.0,6.0,9.0
44444.55,44.44,32.0,2.0,5.0,6.0,9.0
33294.08,33.29,31.5,2.0,8.0,3.0,6.0
281803.99,281.8,55.5,2.0,7.0,2.0,5.0
46825.95,46.83,42.0,2.0,20.0,1.0,4.0
29453.64,29.45,38.5,2.0,6.0,2.0,5.0
886743.28,886.74,71.0,2.0,6.0,6.0,9.0
37745.59,37.75,39.5,2.0,4.0,0.0,3.0
61653.34,61.65,43.5,2.0,12.0,6.0,9.0
143242.9,143.24,64.5,2.0,26.0,4.0,7.0
3133112.22,3133.11,66.5,3.0,13.0,6.0,9.0
123750.12,123.75,63.5,2.0,6.0,4.0,7.0
64614.25,64.61,35.5,2.0,6.0,6.0,9.0
89714.63,89.71,31.5,3.0,27.0,5.0,8.0
283002.3,283.0,47.0,3.0,17.0,2.0,5.0
360052.15,360.05,66.5,2.0,7.0,1.0,4.0
161716.74,161.72,31.0,3.0,12.0,5.0,8.0
63632.72,63.63,53.5,2.0,13.0,4.0,7.0
108268.14,108.27,68.0,2.0,14.0,6.0,9.0
56054.52,56.05,18.5,3.0,7.0,4.0,7.0
44335.84,44.34,50.5,2.0,15.0,0.0,3.0
33908.82,33.91,53.0,2.0,23.0,1.0,4.0
84941.91,84.94,49.0,2.0,7.0,4.0,7.0
1058344.72,1058.34,66.0,3.0,34.0,6.0,9.0
37650.5,37.65,57.0,2.0,9.0,1.0,4.0
59205.94,59.21,32.0,2.0,8.0,0.0,3.0
46154.63,46.15,65.5,2.0,15.0,4.0,7.0
67947.77,67.95,26.5,2.0,6.0,6.0,9.0
94379.95,94.38,38.5,2.0,5.0,0.0,3.0
83661.89,83.66,43.5,2.0,16.0,6.0,9.0
188064.08,188.06,51.0,2.0,4.0,0.0,3.0
348422.26,348.42,55.0,2.0,18.0,5.0,8.0
80452.91,80.45,37.5,2.0,7.0,3.0,6.0
114282.31,114.28,59.5,2.0,13.0,1.0,4.0
31237.26,31.24,24.5,2.0,5.0,3.0,6.0
128900.51,128.9,62.5,3.0,12.0,6.0,9.0
231166.16,231.17,57.0,2.0,5.0,5.0,8.0
80917.91,80.92,40.5,2.0,14.0,1.0,4.0
174743.6,174.74,65.0,2.0,40.0,1.0,4.0
88433.7,88.43,46.0,2.0,13.0,1.0,4.0
28592.73,28.59,25.0,3.0,27.0,6.0,9.0
27327.32,27.33,66.0,2.0,14.0,5.0,8.0
177245.22,177.25,47.5,2.0,5.0,4.0,7.0
63492.15,63.49,63.5,2.0,22.0,0.0,3.0
69376.27,69.38,35.5,2.0,14.0,0.0,3.0
39671.05,39.67,43.5,2.0,5.0,5.0,8.0
69791.02,69.79,62.0,2.0,8.0,4.0,7.0
46967.71,46.97,31.5,2.0,13.0,0.0,3.0
59745.48,59.75,25.0,2.0,6.0,0.0,4.0
59551.07,59.55,30.5,2.0,9.0,4.0,7.0
28768.67,28.77,52.0,2.0,12.0,4.0,8.0
39072.69,39.07,26.0,2.0,4.0,6.0,9.0
36998.94,37.0,58.0,3.0,4.0,3.0,6.0
119458.28,119.46,29.5,2.0,7.0,3.0,6.0
136892.72,136.89,52.0,2.0,5.0,5.0,8.0
2187071.45,2187.07,72.5,3.0,14.0,6.0,9.0
116069.51,116.07,44.5,2.0,15.0,2.0,5.0
96751.24,96.75,53.0,2.0,15.0,0.0,3.0
38044.26,38.04,24.5,2.0,5.0,1.0,5.0
33957.29,33.96,37.5,2.0,7.0,0.0,3.0
59776.65,59.78,52.0,3.0,5.0,5.0,8.0
49672.65,49.67,31.5,2.0,28.0,6.0,9.0
249526.24,249.53,33.5,4.0,5.0,6.0,9.0
46664.65,46.66,45.5,2.0,13.0,1.0,4.0
73111.06,73.11,63.5,2.0,13.0,2.0,5.0
197738.87,197.74,71.0,2.0,12.0,4.0,7.0
48735.46,48.74,27.5,2.0,7.0,2.0,5.0
44094.52,44.09,23.0,4.0,20.0,2.0,5.0
162086.31,162.09,60.0,2.0,11.0,1.0,4.0
84544.33,84.54,33.0,2.0,12.0,3.0,6.0
58469.28,58.47,53.0,2.0,13.0,6.0,9.0
51967.12,51.97,34.5,2.0,7.0,0.0,3.0
39175.15,39.18,45.5,2.0,6.0,2.0,5.0
56427.33,56.43,42.0,3.0,6.0,6.0,9.0
78869.63,78.87,29.0,2.0,10.0,2.0,5.0
59465.88,59.47,34.0,3.0,19.0,6.0,9.0
44845.61,44.85,24.5,3.0,5.0,6.0,9.0
880530.17,880.53,52.5,4.0,28.0,6.0,9.0
68673.98,68.67,54.5,3.0,6.0,5.0,8.0
262768.61,262.77,46.5,2.0,5.0,2.0,5.0
39502.38,39.5,47.5,2.0,9.0,1.0,4.0
127826.83,127.83,67.5,2.0,6.0,0.0,4.0
39363.78,39.36,27.0,2.0,7.0,0.0,3.0
157574.07,157.57,55.5,2.0,23.0,6.0,9.0
46722.13,46.72,76.5,2.0,7.0,1.0,4.0
75339.36,75.34,46.0,2.0,6.0,0.0,6.0
44526.81,44.53,36.5,2.0,13.0,6.0,9.0
24430.36,24.43,58.5,2.0,13.0,3.0,6.0
25574.1,25.57,50.5,2.0,7.0,0.0,3.0
293132.71,293.13,75.5,2.0,26.0,6.0,9.0
431788.9,431.79,68.5,2.0,16.0,1.0,4.0
67734.59,67.73,28.0,2.0,9.0,4.0,7.0
161992.06,161.99,61.0,2.0,9.0,1.0,4.0
27971.95,27.97,26.5,2.0,27.0,1.0,4.0
55003.43,55.0,18.5,2.0,4.0,1.0,4.0
27748.53,27.75,65.5,2.0,14.0,1.0,4.0
191990.52,191.99,68.5,2.0,4.0,1.0,4.0
319274.39,319.27,73.0,2.0,15.0,6.0,9.0
34793.41,34.79,30.0,2.0,8.0,1.0,4.0
107468.67,107.47,53.0,2.0,14.0,2.0,5.0
50331.57,50.33,33.5,2.0,5.0,6.0,9.0
39261.75,39.26,55.5,4.0,15.0,6.0,9.0
535755.06,535.76,30.5,2.0,12.0,6.0,9.0
30677.93,30.68,22.5,4.0,6.0,6.0,9.0
127679.74,127.68,55.5,3.0,35.0,6.0,9.0
40128.45,40.13,29.0,2.0,8.0,3.0,6.0
718973.76,718.97,45.0,4.0,55.0,6.0,9.0
26958.17,26.96,62.5,3.0,16.0,2.0,5.0
105263.09,105.26,51.5,2.0,10.0,6.0,9.0
96644.16,96.64,33.5,2.0,23.0,0.0,3.0
142556.91,142.56,47.0,3.0,15.0,2.0,5.0
607082.43,607.08,23.5,2.0,9.0,2.0,5.0
25179.69,25.18,68.0,2.0,10.0,1.0,5.0
94173.62,94.17,47.0,2.0,9.0,2.0,5.0
57242.47,57.24,57.5,2.0,10.0,4.0,7.0
51252.82,51.25,21.0,2.0,6.0,3.0,6.0
50612.93,50.61,24.0,2.0,12.0,4.0,7.0
196263.68,196.26,33.5,2.0,6.0,4.0,7.0
480189.05,480.19,43.5,2.0,6.0,6.0,9.0
182970.54,182.97,55.5,2.0,14.0,2.0,5.0
49157.07,49.16,73.0,2.0,12.0,3.0,6.0
79139.44,79.14,56.5,2.0,6.0,5.0,8.0
29447.95,29.45,27.0,2.0,4.0,5.0,8.0
74106.62,74.11,39.5,2.0,6.0,2.0,5.0
65985.46,65.99,67.5,3.0,13.0,0.0,3.0
27748.0,27.75,51.0,2.0,14.0,2.0,5.0
26793.92,26.79,53.5,2.0,16.0,3.0,6.0
35167.29,35.17,73.0,2.0,5.0,2.0,5.0
32720.87,32.72,30.5,2.0,5.0,1.0,4.0
59749.87,59.75,31.5,2.0,10.0,1.0,4.0
155969.47,155.97,77.5,2.0,9.0,6.0,9.0
49773.17,49.77,26.5,2.0,10.0,5.0,8.0
45094.61,45.09,60.0,2.0,9.0,1.0,4.0
110128.42,110.13,31.0,3.0,10.0,6.0,9.0
66853.8,66.85,35.0,2.0,13.0,4.0,7.0
29907.24,29.91,42.0,2.0,9.0,1.0,4.0
126747.19,126.75,67.0,2.0,7.0,6.0,9.0
29372.94,29.37,53.5,2.0,8.0,0.0,3.0
312659.12,312.66,54.5,3.0,6.0,4.0,7.0
143517.08,143.52,66.0,2.0,16.0,6.0,9.0
38142.05,38.14,30.5,2.0,5.0,6.0,9.0
133382.04,133.38,67.5,3.0,24.0,3.0,6.0
214639.13,214.64,41.5,3.0,4.0,5.0,8.0
23999.68,24.0,33.5,2.0,10.0,0.0,3.0
28316.39,28.32,45.5,2.0,19.0,1.0,4.0
400173.4,400.17,48.5,3.0,5.0,4.0,7.0
448642.73,448.64,62.5,2.0,4.0,6.0,9.0
140305.91,140.31,67.0,2.0,5.0,5.0,8.0
36526.65,36.53,26.5,3.0,8.0,1.0,4.0
251381.19,251.38,28.5,2.0,9.0,6.0,9.0
31013.64,31.01,47.5,2.0,18.0,1.0,4.0
135275.33,135.28,55.5,3.0,4.0,5.0,8.0
108150.63,108.15,39.5,2.0,10.0,1.0,4.0
333732.85,333.73,47.0,2.0,16.0,4.0,7.0
588760.84,588.76,57.5,3.0,7.0,5.0,8.0
450072.67,450.07,61.5,2.0,4.0,6.0,9.0
54424.86,54.42,66.5,2.0,13.0,4.0,7.0
53707.98,53.71,25.0,2.0,5.0,6.0,9.0
32422.38,32.42,24.0,2.0,10.0,0.0,3.0
129527.8,129.53,73.5,2.0,15.0,3.0,6.0
54991.5,54.99,50.5,3.0,11.0,3.0,6.0
60884.2,60.88,59.0,2.0,5.0,2.0,5.0
350331.17,350.33,48.5,2.0,12.0,0.0,3.0
40871.27,40.87,62.0,2.0,15.0,3.0,6.0
150264.55,150.26,42.0,2.0,14.0,4.0,7.0
117896.83,117.9,69.0,2.0,20.0,6.0,9.0
83656.39,83.66,29.5,2.0,7.0,3.0,6.0
25824.36,25.82,54.5,2.0,14.0,1.0,4.0
1136756.77,1136.76,79.5,3.0,11.0,5.0,8.0
104511.86,104.51,52.0,2.0,14.0,3.0,6.0
202082.11,202.08,73.0,2.0,20.0,3.0,6.0
77835.1,77.84,31.5,2.0,18.0,6.0,9.0
54194.88,54.19,28.0,2.0,8.0,6.0,9.0
34299.98,34.3,23.5,2.0,5.0,6.0,9.0
28550.59,28.55,43.0,2.0,14.0,2.0,5.0
51681.24,51.68,42.5,2.0,15.0,1.0,4.0
265164.96,265.16,36.0,2.0,6.0,3.0,6.0
60506.61,60.51,27.0,2.0,6.0,6.0,9.0
147498.57,147.5,58.0,2.0,14.0,3.0,6.0
36187.4,36.19,32.0,2.0,11.0,6.0,9.0
81735.21,81.74,57.0,2.0,4.0,6.0,9.0
29026.3,29.03,27.5,2.0,5.0,1.0,4.0
361345.09,361.35,66.5,2.0,5.0,6.0,9.0
76644.74,76.64,72.5,2.0,23.0,1.0,4.0
98981.19,98.98,50.5,3.0,21.0,5.0,8.0
43652.05,43.65,29.0,2.0,8.0,6.0,9.0
28467.27,28.47,34.0,2.0,8.0,0.0,3.0
25235.55,25.24,70.0,2.0,13.0,2.0,5.0
131473.26,131.47,60.0,2.0,12.0,0.0,3.0
202812.36,202.81,32.5,3.0,12.0,6.0,9.0
38044.69,38.04,65.5,2.0,12.0,2.0,5.0
151578.49,151.58,34.5,3.0,17.0,5.0,8.0
92650.99,92.65,39.0,2.0,16.0,6.0,9.0
60715.08,60.72,53.0,4.0,15.0,3.0,6.0
74485.71,74.49,50.0,2.0,14.0,1.0,4.0
133300.72,133.3,35.5,3.0,13.0,0.0,3.0
78523.5,78.52,38.0,3.0,4.0,2.0,5.0
37416.88,37.42,38.0,2.0,11.0,6.0,9.0
290571.83,290.57,66.0,3.0,40.0,5.0,8.0
26823.89,26.82,67.5,2.0,11.0,3.0,6.0
126442.72,126.44,73.0,3.0,14.0,6.0,9.0
346895.27,346.9,42.5,2.0,20.0,5.0,8.0
81402.48,81.4,48.0,2.0,3.0,6.0,9.0
146471.55,146.47,66.0,2.0,15.0,6.0,9.0
704894.37,704.89,47.5,3.0,4.0,6.0,9.0
170143.73,170.14,63.0,2.0,7.0,2.0,5.0
65472.86,65.47,30.5,2.0,21.0,2.0,6.0
49652.73,49.65,65.0,2.0,22.0,4.0,7.0
28329.7,28.33,48.5,2.0,10.0,2.0,5.0
34722.44,34.72,31.0,2.0,20.0,4.0,7.0
3494732.32,3494.73,46.0,2.0,22.0,5.0,8.0
38544.21,38.54,22.5,2.0,5.0,6.0,9.0
61841.0,61.84,84.0,2.0,27.0,1.0,4.0
29898.16,29.9,27.5,2.0,5.0,2.0,5.0
79109.52,79.11,66.5,2.0,21.0,5.0,8.0
85777.17,85.78,36.5,2.0,15.0,1.0,4.0
112148.91,112.15,62.5,2.0,7.0,2.0,5.0
191691.33,191.69,56.5,3.0,26.0,2.0,5.0
165086.87,165.09,66.5,2.0,6.0,3.0,6.0
59440.6,59.44,56.5,2.0,6.0,0.0,3.0
82092.04,82.09,63.0,2.0,23.0,4.0,7.0
70149.15,70.15,36.5,2.0,19.0,0.0,3.0
42333.37,42.33,44.0,2.0,8.0,2.0,5.0
137618.29,137.62,24.0,2.0,14.0,0.0,3.0
193175.59,193.18,60.5,2.0,5.0,3.0,6.0
62205.96,62.21,28.0,2.0,20.0,6.0,9.0
31747.56,31.75,30.0,2.0,15.0,0.0,4.0
45590.0,45.59,53.5,2.0,11.0,0.0,3.0
27277.27,27.28,80.0,2.0,20.0,4.0,7.0
40311.88,40.31,22.5,2.0,7.0,1.0,4.0
180237.02,180.24,41.0,2.0,7.0,1.0,4.0
92675.64,92.68,52.5,2.0,9.0,1.0,4.0
31176.87,31.18,23.0,2.0,6.0,6.0,9.0
107655.04,107.66,60.0,2.0,18.0,3.0,6.0
48689.28,48.69,25.0,3.0,8.0,6.0,9.0
77110.41,77.11,52.0,2.0,6.0,5.0,8.0
129187.18,129.19,59.5,2.0,19.0,3.0,6.0
78785.55,78.79,44.5,2.0,13.0,0.0,3.0
156158.26,156.16,61.5,2.0,6.0,2.0,5.0
989257.72,989.26,36.5,3.0,8.0,5.0,8.0
118051.99,118.05,49.5,3.0,6.0,4.0,7.0
31710.46,31.71,22.5,2.0,4.0,2.0,5.0
65365.87,65.37,47.5,2.0,22.0,2.0,5.0
61016.66,61.02,64.5,2.0,9.0,3.0,6.0
95922.56,95.92,83.0,3.0,16.0,6.0,9.0
34466.84,34.47,65.0,2.0,15.0,0.0,3.0
84956.58,84.96,28.0,2.0,8.0,3.0,6.0
41988.56,41.99,48.0,2.0,4.0,0.0,3.0
50742.4,50.74,31.5,2.0,5.0,1.0,4.0
76443.87,76.44,41.5,3.0,14.0,1.0,4.0
56857.58,56.86,21.0,2.0,7.0,2.0,5.0
116385.47,116.39,38.0,3.0,6.0,6.0,9.0
223785.65,223.79,50.5,2.0,9.0,3.0,6.0
52673.21,52.67,50.0,2.0,6.0,2.0,5.0
34512.5,34.51,30.0,2.0,9.0,1.0,6.0
66806.77,66.81,23.0,2.0,6.0,2.0,5.0
74548.99,74.55,59.0,2.0,7.0,0.0,3.0
116661.2,116.66,61.0,2.0,12.0,0.0,3.0
